_id,mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation_time,qualifica,note,fonte_dato,3descrizione
,1,2024,12,MINISTERO DELL'INTERNO,TR,9,0,3,202401,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,9,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AN,10,1,4,202309,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,10,2024,22,AGENZIA DELLE ENTRATE,UD,5,,2,202410,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE ENTRATE
,3,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,,14,2,10,,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,3,2024,19,MINISTERO UNIVERSITA' E RICERCA,CZ,17,11,4,202403,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,1,2023,21,AGENZIA DELLE DOGANE,PU,10,0,,202301,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DELLE DOGANE
,4,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PA,18,42,24,202304,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,7,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,SR,18,0,2,202407,2025-06-18T16:15:20.148346,,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,9,2023,,MINISTERO DELLA GIUSTIZIA,BR,15,6,5,202309,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,5,2024,9,MINISTERO DELLA GIUSTIZIA,PD,4,,1,202405,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,5,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PE,12,3,18,202305,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AQ,12,24,6,202302,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,4,2024,21,AGENZIA DELLE DOGANE,RC,17,1,1,202404,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE DOGANE
,2,2024,19,MINISTERO UNIVERSITA' E RICERCA,CB,13,6,0,202402,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,12,2023,21,AGENZIA DELLE DOGANE,SV,,4,1,202312,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE DOGANE
,3,2023,14,MINISTERO DELLA CULTURA,FM,10,0,2,202303,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA CULTURA
,8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PZ,16,63,1638,202308,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,7,2023,19,MINISTERO UNIVERSITA' E RICERCA,CH,12,14,17,202307,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,8,2024,21,,BO,7,0,3,202408,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE DOGANE
,8,2024,19,MINISTERO UNIVERSITA' E RICERCA,PV,3,3,787,202408,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,4,2024,21,AGENZIA DELLE DOGANE,MO,7,0,1,,2025-06-18T16:15:20.148346,Impiegato,Fonte secondaria,,AGENZIA DELLE DOGANE
,12,2023,21,,CZ,17,5,0,202312,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE DOGANE
,6,2024,9,MINISTERO DELLA GIUSTIZIA,BO,7,86,33,202406,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA GIUSTIZIA
,9,2023,9,MINISTERO DELLA GIUSTIZIA,ND,4,6,2,,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,6,2024,19,MINISTERO UNIVERSITA' E RICERCA,AT,1,0,554,202406,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,9,2024,9,MINISTERO DELLA GIUSTIZIA,SR,18,0,2,202409,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,10,2023,12,MINISTERO DELL'INTERNO,FM,10,4,0,202310,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,3,2024,19,MINISTERO UNIVERSITA' E RICERCA,RA,7,3,2,202403,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,2,2023,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,AQ,12,1,0,202302,2025-06-18T16:15:20.148346,Dirigente,,,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA
,6,2023,1717,GUARDIA DI FINANZA,RM,11,1057,246,202406,2025-06-18T16:15:20.148346,,,,GUARDIA DI FINANZA
,7,2023,9,MINISTERO DELLA GIUSTIZIA,RE,7,0,5,202307,2025-06-18T16:15:20.148346,Impiegato,,Sistema legacy,MINISTERO DELLA GIUSTIZIA
,10,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,cn,1,0,1,202310,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PT,8,0,2,202408,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2024,816,COMUNE DI CAROSINO,TA,15,1,1,202412,2025-06-18T16:15:20.148346,Impiegato,,,COMUNE DI CAROSINO
,9,2022,14,MINISTERO DELLA CULTURA,PE,12,4,0,202309,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA CULTURA
,2,2024,22,AGENZIA DELLE ENTRATE,BL,4,3,1,202402,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,2,2024,9,MINISTERO DELLA GIUSTIZIA,BS,3,2,10,202402,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,7,2023,19,MINISTERO UNIVERSITA' E RICERCA,CT,18,45,30,202307,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,7,2023,12,MINISTERO DELL'INTERNO,BI,1,0,1,202307,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,5,2023,18,CORTE DEI CONTI,GE,6,0,2,202305,18-06-25,,,,CORTE DEI CONTI
,1,2023,12,MINISTERO DELL'INTERNO,CR,3,1,1,202301,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,12,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,MI,3,13,1,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ECONOMIA E FINANZE
,12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,BR,15,126,90,202412,18.06.2025,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,6,2024,868,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,RM,11,1,0,202406,2025-06-18T16:15:20.148346,,,,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI
,12,2023,21,AGENZIA DELLE DOGANE,BN,14,1,0,202312,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE DOGANE
,7,2024,12,//,RG,18,2,1,202407,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,5,2023,12,MINISTERO DELL'INTERNO,FG,15,1,1,202305,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,3,2024,22,AGENZIA DELLE ENTRATE,TP,18,1,2,202403,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE ENTRATE
,9,2024,,MINISTERO UNIVERSITA' E RICERCA,AR,8,1327,26,202409,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,10,2024,19,MINISTERO UNIVERSITA' E RICERCA,PU,10,148,53,202410,GIU 18 2025,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,7,2024,2020,n.d.,rc,17,0,8,202407,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2024,21,AGENZIA DELLE DOGANE,AN,10,0,4,202412,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE DOGANE
,9,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SS,19,0,2,202409,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LE,15,,6,202307,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2024,22,AGENZIA DELLE ENTRATE,BS,3,0,3,202411,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,3,2023,19,MINISTERO UNIVERSITA' E RICERCA,MO,7,4,8,202303,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO UNIVERSITA' E RICERCA
,10,2024,12,MINISTERO DELL'INTERNO,PT,8,1,4,202410,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,5,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,TS,5,1,5,,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2023,19,MINISTERO UNIVERSITA' E RICERCA,UD,,12,,202312,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,NU,19,1,0,202302,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,IM,6,15,1,202306,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,1,2024,27,AGENZIA NAZIONALE PER I GIOVANI - ANG,RM,11,0,1,202401,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA NAZIONALE PER I GIOVANI - ANG
,6,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,NU,19,9,1194,202406,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,10,2023,19,MINISTERO UNIVERSITA' E RICERCA,SP,,75,21,202310,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,7,2023,19,MINISTERO UNIVERSITA' E RICERCA,TO,1,238,112,202307,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,3,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FE,7,0,2,202303,18.06.2025,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2022,14,MINISTERO DELLA CULTURA,PZ,16,14,4,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA CULTURA
,7,,4,unknown,TE,12,21,15,202407,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,5,2023,12,MINISTERO DELL'INTERNO,CH,12,0,1,202305,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,10,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SA,14,0,3,202410,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,4,2023,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,BA,15,0,1,202304,2025-06-18T16:15:20.148346,,,,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE
,4,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BR,15,1,6,202404,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,4,2024,9,MINISTERO DELLA GIUSTIZIA,CT,18,3,,202404,18/06/2025,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,7,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MC,10,96,66,202407,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,5,2023,12,MINISTERO DELL'INTERNO,cz,17,0,,202305,2025-06-18T16:15:20.148346,,Dato stimato,,MINISTERO DELL'INTERNO
,4,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LO,3,3,354,202404,GIU 18 2025,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,11,2023,22,//,VI,4,9,0,202311,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,9,2024,21,AGENZIA DELLE DOGANE,SR,18,0,1,202409,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE DOGANE
,,2023,9,MINISTERO DELLA GIUSTIZIA,SR,18,9,1,,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA GIUSTIZIA
,5,2024,816,,TA,15,1,0,202409,2025-06-18T16:15:20.148346,Dirigente,,,COMUNE DI CAROSINO
,11,2023,19,MINISTERO UNIVERSITA' E RICERCA,MT,16,41,3,202311,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO UNIVERSITA' E RICERCA
,3,2023,19,MINISTERO UNIVERSITA' E RICERCA,PT,,2,1,202303,GIU 18 2025,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,10,2024,966,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,RM,11,5,0,202410,2025-06-18T16:15:20.148346,,,,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI
,3,2023,12,MINISTERO DELL'INTERNO,GO,,0,2,202303,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,10,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,AN,10,0,2,202310,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,4,2024,21,AGENZIA DELLE DOGANE,BO,7,0,1,202407,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE DOGANE
,10,2023,19,MINISTERO UNIVERSITA' E RICERCA,TO,1,547,92,202310,GIU 18 2025,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,5,2023,25,ARCHIVI NOTARILI,AN,10,1,0,202305,2025-06-18T16:15:20.148346,,,,ARCHIVI NOTARILI
,1,2024,12,MINISTERO DELL'INTERNO,PZ,16,1,0,202401,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,7,2024,9,MINISTERO DELLA GIUSTIZIA,PU,10,19,2,202407,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA GIUSTIZIA
,1,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,CR,3,,,202301,2025-06-18T16:15:20.148346,,,,ISPETTORATO NAZIONALE DEL LAVORO
,6,2024,22,AGENZIA DELLE ENTRATE,CN,1,36,1,202406,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE ENTRATE
,7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,RE,,168,72,202307,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,6,2023,9,MINISTERO DELLA GIUSTIZIA,or,19,0,1,202306,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA GIUSTIZIA
,8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PV,3,0,2,202408,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,6,2024,868,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,MI,3,1,0,202406,2025-06-18T16:15:20.148346,,,,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI
,11,2023,19,MINISTERO UNIVERSITA' E RICERCA,AN,10,71,1,202311,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,12,2023,12,MINISTERO DELL'INTERNO,SV,6,6,2,202312,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,9,2024,8017,,AN,10,1,0,202409,2025-06-18T16:15:20.148346,,,,AGENZIA DEL DEMANIO
,6,2024,14,MINISTERO DELLA CULTURA,VE,4,10,4,202406,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA CULTURA
,2,2024,9,MINISTERO DELLA GIUSTIZIA,MB,3,0,5,202402,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,9,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,BI,,2,0,202309,2025-06-18T16:15:20.148346,,,,ISPETTORATO NAZIONALE DEL LAVORO
,9,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LI,8,0,5,202409,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,11,2023,17,CONSIGLIO DI STATO E T.A.R.,RM,11,30,10,202311,2025-06-18T16:15:20.148346,,,,CONSIGLIO DI STATO E T.A.R.
,9,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LT,11,0,2,202409,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,10,2023,22,AGENZIA DELLE ENTRATE,TN,20,0,3,202310,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE ENTRATE
,10,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SS,19,1002,,202310,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,7,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PD,4,0,8,202407,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,2,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VC,1,0,1,202402,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,2,2024,22,?,VB,1,2,1,202402,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE ENTRATE
,10,2024,974,AGENZIA INDUSTRIE DIFESA AID,PG,9,8,0,202410,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA INDUSTRIE DIFESA AID
,3,2022,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SA,14,111,27,202403,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,1,2023,22,AGENZIA DELLE ENTRATE,LT,11,0,1,202301,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,10,2024,12,MINISTERO DELL'INTERNO,LO,,1,0,202410,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,7,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,PR,7,0,1,202307,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,3,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,GR,8,0,3,202303,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,2,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PV,3,0,1,202302,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,5,2023,9,MINISTERO DELLA GIUSTIZIA,BI,1,2,1,202310,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,5,2024,15,AVVOCATURA GENERALE DELLO STATO,CZ,17,1,0,202405,2025-06-18T16:15:20.148346,Dirigente,,,AVVOCATURA GENERALE DELLO STATO
,6,2023,44,n.d.,RM,11,2,1,202406,2025-06-18T16:15:20.148346,,,,MINISTERO DEL TURISMO
,7,2024,19,MINISTERO UNIVERSITA' E RICERCA,TV,4,75,57,202407,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,8,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LC,3,0,1,202308,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,9,2023,21,AGENZIA DELLE DOGANE,TA,15,1,0,202309,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE DOGANE
,12,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,VC,1,132,33,202411,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,8,2023,9,MINISTERO DELLA GIUSTIZIA,BT,15,0,1,202308,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,1,2024,,CORTE DEI CONTI,AQ,12,,0,202401,2025-06-18T16:15:20.148346,Dirigente,,,CORTE DEI CONTI
,3,2024,816,COMUNE DI CAROSINO,TA,15,0,2,202403,2025-06-18T16:15:20.148346,Dirigente,,,COMUNE DI CAROSINO
,10,2023,9,MINISTERO DELLA GIUSTIZIA,GE,6,9,7,202310,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,10,2024,22,AGENZIA DELLE ENTRATE,LE,15,0,1,202410,18/06/2025,,,,AGENZIA DELLE ENTRATE
,1,2024,22,AGENZIA DELLE ENTRATE,PR,7,1,2,202401,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DELLE ENTRATE
,9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,EN,18,909,30,202409,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,4,2024,12,,EN,18,0,1,202404,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,7,2024,9,MINISTERO DELLA GIUSTIZIA,RC,17,24,,202407,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,10,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PG,9,0,6,202410,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,11,2024,19,MINISTERO UNIVERSITA' E RICERCA,Mn,3,221,23,202411,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PG,9,0,8,202311,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,2,2023,9,MINISTERO DELLA GIUSTIZIA,VR,4,1,,202302,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,5,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AL,1,3,12,202305,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FR,11,0,1,202304,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,11,2024,19,MINISTERO UNIVERSITA' E RICERCA,CE,14,136,31,202411,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,3,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SA,14,45,48,202303,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FR,11,651,9,202405,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,3,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,ME,18,,0,202303,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ECONOMIA E FINANZE
,12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LT,11,537,609,202412,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2021,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,BZ,20,2,0,202303,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
,11,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PZ,16,93,12,202311,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,4,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,AQ,12,2,0,,2025-06-18T16:15:20.148346,,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,6,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,?,1,6,0,202306,2025-06-18T16:15:20.148346,,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,12,2023,22,,FI,8,0,4,202312,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DELLE ENTRATE
,11,2023,14,MINISTERO DELLA CULTURA,SS,19,4,4,202311,18.06.2025,Dirigente,,,MINISTERO DELLA CULTURA
,11,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,CB,13,0,1,202311,2025-06-18T16:15:20.148346,,,,ISPETTORATO NAZIONALE DEL LAVORO
,11,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,AV,14,1,1,202411,2025-06-18T16:15:20.148346,Funzionario,,,ISPETTORATO NAZIONALE DEL LAVORO
,9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AR,8,3981,78,202409,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,4,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LT,11,12,18,,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,8,2023,19,MINISTERO UNIVERSITA' E RICERCA,BA,15,26,1343,202308,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,10,2024,9,MINISTERO DELLA GIUSTIZIA,PU,10,0,4,202410,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,7,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,IM,6,1,0,202307,18-06-25,Dirigente,,,ISPETTORATO NAZIONALE DEL LAVORO
