mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation_time,qualifica,3descrizione
6,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,RA,7,1,0,202306,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
4,2023,19,MINISTERO UNIVERSITA' E RICERCA,SA,14,6,13,202304,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
12,2023,19,MINISTERO UNIVERSITA' E RICERCA,RE,7,18,1,202312,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
12,2023,19,MINISTERO UNIVERSITA' E RICERCA,GR,8,26,0,202312,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
4,2023,959,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,PR,7,1,2,202312,2025-06-18,Impiegato,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO
2,2023,9,Unknown,VE,4,0,11,202308,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
8,2023,9,MINISTERO DELLA GIUSTIZIA,AV,14,0,5,202308,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
6,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,RI,11,0,1353,202406,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2024,974,AGENZIA INDUSTRIE DIFESA AID,Unknown,11,1,0,202403,2025-06-18,Operatore,AGENZIA INDUSTRIE DIFESA AID
8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AG,18,24,1251,202308,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,BS,3,15,27,202303,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2023,19,MINISTERO UNIVERSITA' E RICERCA,AL,1,135,37,202310,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
6,2023,12,MINISTERO DELL'INTERNO,RO,4,4,1,202306,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
7,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,PZ,16,2,0,202407,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
12,2024,9,MINISTERO DELLA GIUSTIZIA,MT,16,3,3,202412,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
7,2024,14,MINISTERO DELLA CULTURA,VE,4,10,2,202407,2025-06-18,Dirigente,MINISTERO DELLA CULTURA
9,2023,1,Unknown,RC,17,2,1,202312,2025-06-18,Operatore,MINISTERO DELL'ECONOMIA E FINANZE
11,2023,19,MINISTERO UNIVERSITA' E RICERCA,KR,17,56,5,202311,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
3,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SV,6,9,9,202403,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,PD,4,0,2,202406,2025-06-18,Impiegato,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
9,2023,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,FI,8,1,0,202309,2025-06-18,Impiegato,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO
3,2023,3,MINISTERO DELLA DIFESA,CH,12,4,4,202303,2025-06-18,Funzionario,MINISTERO DELLA DIFESA
8,2024,22,AGENZIA DELLE ENTRATE,BO,7,0,2,202408,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
2,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PI,8,12,2,202302,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2023,19,MINISTERO UNIVERSITA' E RICERCA,Unknown,14,1060,183,202310,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
5,2024,19,MINISTERO UNIVERSITA' E RICERCA,FG,15,244,2,202405,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
11,2023,14,MINISTERO DELLA CULTURA,BO,7,8,2,202311,2025-06-18,Dirigente,MINISTERO DELLA CULTURA
4,2023,19,MINISTERO UNIVERSITA' E RICERCA,BN,14,4,2,202304,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
9,2023,14,MINISTERO DELLA CULTURA,VE,4,0,2,202303,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
8,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,CB,13,0,1,202408,2025-06-18,Unknown,ISPETTORATO NAZIONALE DEL LAVORO
6,2023,12,MINISTERO DELL'INTERNO,BR,15,0,2,202306,2025-06-18,Unknown,MINISTERO DELL'INTERNO
7,2024,12,MINISTERO DELL'INTERNO,CB,13,1,1,202407,2025-06-18,Unknown,MINISTERO DELL'INTERNO
10,2024,21,AGENZIA DELLE DOGANE,TO,1,2,2,202410,2025-06-18,Dirigente,AGENZIA DELLE DOGANE
6,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AV,14,0,2778,202306,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PT,10,36,3,202403,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
4,2022,822,REGIONE LAZIO,RM,11,18,43,202404,2025-06-18,Funzionario,REGIONE LAZIO
10,2023,3030,MINISTERO INFRASTRUTTURE E TRASPORTI - CAPITANERIE DI PORTO,RM,11,10,58,202310,2025-06-18,Dirigente,MINISTERO INFRASTRUTTURE E TRASPORTI - CAPITANERIE DI PORTO
4,2023,12,MINISTERO DELL'INTERNO,LI,8,1,1,202304,2025-06-18,Operatore,MINISTERO DELL'INTERNO
11,2024,9,MINISTERO DELLA GIUSTIZIA,SU,19,0,1,202411,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
8,2024,22,AGENZIA DELLE ENTRATE,BS,3,0,2,202408,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
1,2023,19,MINISTERO UNIVERSITA' E RICERCA,CZ,17,58,6,202301,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
5,2023,9,MINISTERO DELLA GIUSTIZIA,BI,1,0,2,202305,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
9,2024,22,AGENZIA DELLE ENTRATE,BO,7,16,2,202409,2025-06-18,Impiegato,AGENZIA DELLE ENTRATE
8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PV,3,18,2769,202308,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,TV,4,0,1,202403,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,UD,5,120,132,202412,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LU,8,54,1674,202308,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2023,21,Unknown,MC,10,0,1,202308,2025-06-18,Impiegato,AGENZIA DELLE DOGANE
3,2022,822,REGIONE LAZIO,RI,11,1,2,202303,2025-06-18,Impiegato,REGIONE LAZIO
2,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,UD,5,0,1,202302,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
6,2024,14,MINISTERO DELLA CULTURA,AT,1,2,2,202406,2025-06-18,Unknown,MINISTERO DELLA CULTURA
4,2024,9,MINISTERO DELLA GIUSTIZIA,EN,18,0,2,202404,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
1,2024,14,Unknown,FI,8,2,0,202401,2025-06-18,Impiegato,AGENZIA DEL DEMANIO
12,2024,19,MINISTERO UNIVERSITA' E RICERCA,Unknown,15,77,43,202412,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
7,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CN,1,0,2,202405,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
11,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,Unknown,8,204,42,202411,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2024,22,AGENZIA DELLE ENTRATE,VT,11,1,0,202409,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
8,2024,21,AGENZIA DELLE DOGANE,CZ,17,0,1,202408,2025-06-18,Dirigente,AGENZIA DELLE DOGANE
8,2023,9,MINISTERO DELLA GIUSTIZIA,BO,7,28,11,202301,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
10,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,PI,8,2,0,202310,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
11,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AP,10,0,1,202411,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
11,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VE,4,0,8,202411,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2024,22,AGENZIA DELLE ENTRATE,UD,5,1,3,202401,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
7,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,BA,15,597,192,202407,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
5,2024,14,MINISTERO DELLA CULTURA,TA,15,2,2,202405,2025-06-18,Dirigente,MINISTERO DELLA CULTURA
5,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CO,3,0,2,202312,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
10,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,Unknown,15,0,2,202310,2025-06-18,Impiegato,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
12,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,PZ,16,1,0,202312,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
2,2023,849,AGENZIA PER LA COESIONE TERRITORIALE,RM,11,0,1,202302,2025-06-18,Impiegato,AGENZIA PER LA COESIONE TERRITORIALE
5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,BL,4,570,6,202405,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2023,19,MINISTERO UNIVERSITA' E RICERCA,PC,7,3,4,202302,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
3,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,Unknown,11,5,66,202303,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2024,966,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,RM,11,13,8,202404,2025-06-18,Operatore,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI
2,2023,9,MINISTERO DELLA GIUSTIZIA,RM,11,30,58,202302,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
9,2024,19,MINISTERO UNIVERSITA' E RICERCA,CA,19,1237,15,202409,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
1,2024,22,AGENZIA DELLE ENTRATE,VT,11,0,1,202401,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,BT,15,66,39,202407,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,VR,4,1365,12,202405,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,Unknown,15,1,0,202310,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
1,2022,14,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SV,6,0,5,202401,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2024,3,MINISTERO DELLA DIFESA,CH,12,5,0,202407,2025-06-18,Unknown,MINISTERO DELLA DIFESA
8,2024,14,MINISTERO DELL'ECONOMIA E FINANZE,PA,18,1,1,202408,2025-06-18,Operatore,MINISTERO DELL'ECONOMIA E FINANZE
12,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VV,17,0,2,202312,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MN,3,12,6,202301,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
7,2024,14,Unknown,CA,19,6,8,202407,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
4,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BT,15,0,3,202404,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
2,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AL,1,0,2,202402,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2024,14,MINISTERO DELLA CULTURA,AP,10,2,0,202407,2025-06-18,Impiegato,MINISTERO DELLA CULTURA
8,2024,14,MINISTERO DELLA CULTURA,FG,10,0,4,202408,2025-06-18,Operatore,MINISTERO DELLA CULTURA
2,2024,22,AGENZIA DELLE ENTRATE,TE,12,2,0,202402,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
12,2024,22,AGENZIA DELLE ENTRATE,AP,10,6,1,202412,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
9,2023,19,MINISTERO UNIVERSITA' E RICERCA,AN,10,1436,12,202309,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
2,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,RM,11,8,24,202402,2025-06-18,Funzionario,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
4,2023,21,AGENZIA DELLE DOGANE,RM,11,1,8,202304,2025-06-18,Funzionario,AGENZIA DELLE DOGANE
11,2023,22,AGENZIA DELLE ENTRATE,SV,6,2,0,202311,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
2,2024,22,AGENZIA DELLE ENTRATE,ME,18,2,2,202402,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,NO,1,4767,99,202409,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2024,22,AGENZIA DELLE ENTRATE,TS,10,0,1,202402,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
2,2024,9,MINISTERO DELLA GIUSTIZIA,CN,1,0,3,202402,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
10,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MB,3,1068,69,202410,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2024,12,MINISTERO DELL'INTERNO,BG,3,1,1,202406,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
11,2023,9,MINISTERO DELLA GIUSTIZIA,SI,8,0,1,202311,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
10,2023,44,MINISTERO DEL TURISMO,RM,11,5,0,202310,2025-06-18,Operatore,MINISTERO DEL TURISMO
1,2024,19,MINISTERO UNIVERSITA' E RICERCA,CZ,17,18,4,202401,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
7,2024,15,AVVOCATURA GENERALE DELLO STATO,CL,18,2,0,202407,2025-06-18,Dirigente,AVVOCATURA GENERALE DELLO STATO
2,2023,12,MINISTERO DELL'INTERNO,PU,10,1,0,202302,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
9,2024,22,AGENZIA DELLE ENTRATE,Unknown,14,3,0,202409,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
7,2024,9,MINISTERO DELLA GIUSTIZIA,LC,10,3,0,202407,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
4,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,TV,4,0,2,202304,2025-06-18,Unknown,ISPETTORATO NAZIONALE DEL LAVORO
3,2023,22,AGENZIA DELLE ENTRATE,NO,10,0,2,202303,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,OR,19,0,3,202408,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
10,2024,894,ENTE PARCO NAZIONALE DELL'ALTA MURGIA,BA,15,1,0,202410,2025-06-18,Funzionario,ENTE PARCO NAZIONALE DELL'ALTA MURGIA
2,2023,974,AGENZIA INDUSTRIE DIFESA AID,FI,8,1,2,202302,2025-06-18,Impiegato,AGENZIA INDUSTRIE DIFESA AID
11,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,RO,4,27,0,202311,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
12,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CB,13,0,3,202412,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
11,2023,21,AGENZIA DELLE DOGANE,PT,8,1,0,202311,2025-06-18,Unknown,AGENZIA DELLE DOGANE
6,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PR,7,7,1,202406,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2023,12,MINISTERO DELL'INTERNO,BO,7,1,2,202301,2025-06-18,Operatore,MINISTERO DELL'INTERNO
11,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FE,7,0,1,202312,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TA,15,48,108,202412,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
1,2024,14,MINISTERO DELL'INTERNO,VC,1,0,1,202401,2025-06-18,Unknown,MINISTERO DELL'INTERNO
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,LU,8,25,16,202407,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
7,2024,22,AGENZIA DELLE ENTRATE,AG,18,0,1,202407,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
3,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,VI,4,2,0,202303,2025-06-18,Dirigente,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
1,2023,12,MINISTERO DELL'INTERNO,BR,15,0,1,202301,2025-06-18,Unknown,MINISTERO DELL'INTERNO
6,2023,22,AGENZIA DELLE ENTRATE,PC,7,4,1,202306,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
11,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MS,8,198,12,202411,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2024,1414,MINISTERO DELLA DIFESA - FF.AA.,RM,10,1,542,202403,2025-06-18,Funzionario,MINISTERO DELLA DIFESA - FF.AA.
6,2024,25,ARCHIVI NOTARILI,CB,13,1,0,202406,2025-06-18,Dirigente,ARCHIVI NOTARILI
10,2024,12,MINISTERO DELL'INTERNO,NU,19,0,2,202410,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
1,2024,19,MINISTERO UNIVERSITA' E RICERCA,AQ,12,11,2,202401,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
7,2024,14,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,GE,6,0,2,202406,2025-06-18,Impiegato,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
1,2023,19,MINISTERO UNIVERSITA' E RICERCA,GR,8,3,0,202301,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
2,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,GE,6,1,0,202302,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
9,2024,14,MINISTERO UNIVERSITA' E RICERCA,AG,18,523,18,202409,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
12,2023,19,Unknown,FI,8,61,13,202312,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
1,2023,3,Unknown,LT,11,0,1,202301,2025-06-18,Funzionario,MINISTERO DELLA DIFESA
7,2024,22,AGENZIA DELLE ENTRATE,AQ,12,0,2,202408,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
2,2023,19,MINISTERO UNIVERSITA' E RICERCA,PU,10,6,5,202302,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
2,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,FE,10,0,2,202302,2025-06-18,Dirigente,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
9,2024,15,AVVOCATURA GENERALE DELLO STATO,PG,9,0,1,202312,2025-06-18,Funzionario,AVVOCATURA GENERALE DELLO STATO
11,2024,15,AVVOCATURA GENERALE DELLO STATO,Unknown,14,1,1,202411,2025-06-18,Operatore,AVVOCATURA GENERALE DELLO STATO
6,2024,19,MINISTERO UNIVERSITA' E RICERCA,TA,15,8,1204,202406,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
2,2023,18,CORTE DEI CONTI,PA,18,1,0,202302,2025-06-18,Impiegato,CORTE DEI CONTI
7,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,TO,1,0,4,202407,2025-06-18,Impiegato,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
2,2023,22,AGENZIA DELLE ENTRATE,PV,3,0,1,202302,2025-06-18,Impiegato,AGENZIA DELLE ENTRATE
4,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,BS,3,0,1,202304,2025-06-18,Funzionario,ISPETTORATO NAZIONALE DEL LAVORO
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,MS,10,11,10,202407,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
2,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,RG,18,0,1,202302,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
11,2023,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,RM,11,1,0,202311,2025-06-18,Unknown,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO
12,2023,22,AGENZIA DELLE ENTRATE,MO,7,0,2,202312,2025-06-18,Impiegato,AGENZIA DELLE ENTRATE
9,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,TO,1,2,0,202309,2025-06-18,Impiegato,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
6,2024,9,MINISTERO DELLA GIUSTIZIA,PV,3,25,8,202406,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
10,2024,14,COMUNE DI MONDAINO,RN,7,1,0,202410,2025-06-18,Unknown,COMUNE DI MONDAINO
3,2023,19,MINISTERO UNIVERSITA' E RICERCA,GE,6,9,9,202303,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PU,10,0,1,202311,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,BR,15,24,12,202401,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
7,2023,12,MINISTERO DELL'INTERNO,SS,19,0,5,202307,2025-06-18,Operatore,MINISTERO DELL'INTERNO
2,2024,19,MINISTERO UNIVERSITA' E RICERCA,SI,8,2,1,202402,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
2,2024,19,MINISTERO UNIVERSITA' E RICERCA,VB,1,0,2,202402,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
4,2024,19,MINISTERO UNIVERSITA' E RICERCA,RC,17,5,85,202404,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
12,2024,8017,AGENZIA DEL DEMANIO,Unknown,14,8,2,202412,2025-06-18,Operatore,AGENZIA DEL DEMANIO
6,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,ME,18,0,2,202406,2025-06-18,Unknown,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
12,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,ME,18,0,7,202412,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
12,2024,10,MINISTERO DELLA SALUTE,PR,7,0,1,202412,2025-06-18,Funzionario,MINISTERO DELLA SALUTE
11,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PZ,16,198,36,202411,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2023,3,MINISTERO DELLA DIFESA,RM,11,55,162,202302,2025-06-18,Unknown,MINISTERO DELLA DIFESA
5,2023,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,TE,10,0,1,202305,2025-06-18,Operatore,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA
5,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,PO,8,0,1,202405,2025-06-18,Operatore,MINISTERO DELL'ECONOMIA E FINANZE
2,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,FR,11,0,2,202302,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
7,2024,21,AGENZIA DELLE DOGANE,TS,5,0,3,202407,2025-06-18,Dirigente,AGENZIA DELLE DOGANE
5,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TE,12,66,9,202311,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,AV,14,0,1,202408,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
11,2023,14,MINISTERO DELLA CULTURA,Unknown,10,0,2,202311,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
12,2023,22,AGENZIA DELLE ENTRATE,RC,17,0,3,202312,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
6,2024,19,MINISTERO UNIVERSITA' E RICERCA,RG,18,0,531,202406,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
12,2024,9,Unknown,AN,10,2,7,202412,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
12,2023,19,MINISTERO UNIVERSITA' E RICERCA,SP,6,3,2,202312,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
