mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation_time,qualifica,3descrizione
10,2024,12,MINISTERO DELL'INTERNO,UD,5,0,2,202410,2025-06-18,Operatore,MINISTERO DELL'INTERNO
11,2024,21,AGENZIA DELLE DOGANE,GE,6,1,1,202411,2025-06-18,Unknown,AGENZIA DELLE DOGANE
10,2023,9,MINISTERO DELLA GIUSTIZIA,SU,19,1,2,202310,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
7,2024,14,MINISTERO DELLA CULTURA,BO,7,6,6,202407,2025-06-18,Dirigente,MINISTERO DELLA CULTURA
3,2024,21,AGENZIA DELLE DOGANE,PA,18,1,0,202403,2025-06-18,Operatore,AGENZIA DELLE DOGANE
2,2023,2,Unknown,Unknown,14,4,6,202302,2025-06-18,Unknown,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
12,2024,22,AGENZIA DELLE ENTRATE,RI,11,1,0,202412,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
4,2023,14,MINISTERO DELLA CULTURA,LI,8,0,2,202304,2025-06-18,Impiegato,MINISTERO DELLA CULTURA
10,2023,12,MINISTERO DELL'INTERNO,RM,11,146,46,202310,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
3,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SA,14,0,5,202303,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
5,2023,14,MINISTERO DELLA CULTURA,BA,15,24,4,202305,2025-06-18,Unknown,MINISTERO DELLA CULTURA
8,2024,19,MINISTERO UNIVERSITA' E RICERCA,PE,12,26,332,202408,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
10,2024,22,AGENZIA DELLE ENTRATE,FR,11,1,4,202410,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
6,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,AT,1,0,3,202406,2025-06-18,Operatore,ISPETTORATO NAZIONALE DEL LAVORO
5,2023,12,MINISTERO DELL'INTERNO,BA,15,1,9,202309,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
11,2024,14,MINISTERO DELLA CULTURA,MO,7,2,0,202411,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
1,2023,12,MINISTERO DELL'INTERNO,LO,3,0,1,202301,2025-06-18,Unknown,MINISTERO DELL'INTERNO
9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,VE,4,7845,132,202409,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FC,7,135,306,202412,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,CE,14,1,2,202409,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
1,2024,964,COMUNE DI CARAVAGGIO,BG,3,1,0,202401,2025-06-18,Impiegato,COMUNE DI CARAVAGGIO
5,2023,14,AGENZIA DELLE DOGANE,AL,1,5,1,202309,2025-06-18,Operatore,AGENZIA DELLE DOGANE
11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FE,7,0,1,202311,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,9,MINISTERO DELLA GIUSTIZIA,PO,8,0,2,202307,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
6,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,BO,7,0,4,202306,2025-06-18,Impiegato,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
6,2024,19,Unknown,MI,3,40,7088,202406,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
1,2023,12,MINISTERO DELL'INTERNO,GO,10,0,1,202301,2025-06-18,Operatore,MINISTERO DELL'INTERNO
2,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,GE,6,15,15,202402,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PV,3,5760,162,202409,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
11,2024,957,ORDINE DOTT. COMMERCIALISTI ED ESPERTI CONTABILI DI VERONA,VR,4,1,0,202411,2025-06-18,Impiegato,ORDINE DOTT. COMMERCIALISTI ED ESPERTI CONTABILI DI VERONA
6,2023,12,MINISTERO DELL'INTERNO,AV,14,0,1,202306,2025-06-18,Unknown,MINISTERO DELL'INTERNO
4,2024,9,MINISTERO DELLA GIUSTIZIA,BA,15,9,8,202404,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
10,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CZ,17,0,1,202310,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
2,2023,18,Unknown,CB,13,1,1,202302,2025-06-18,Impiegato,CORTE DEI CONTI
5,2023,12,MINISTERO DELL'INTERNO,RC,17,0,1,202305,2025-06-18,Unknown,MINISTERO DELL'INTERNO
7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,OR,19,75,36,202307,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2024,1,Unknown,TS,10,0,1,202406,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
3,2024,21,AGENZIA DELLE DOGANE,TN,20,0,1,202403,2025-06-18,Funzionario,AGENZIA DELLE DOGANE
8,2023,3,MINISTERO DELLA DIFESA,VE,4,3,5,202308,2025-06-18,Operatore,MINISTERO DELLA DIFESA
4,2023,19,MINISTERO UNIVERSITA' E RICERCA,RG,18,2,2,202304,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
5,2024,19,MINISTERO UNIVERSITA' E RICERCA,FC,7,373,4,202405,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
1,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,LT,11,0,1,202301,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
8,2024,22,AGENZIA DELLE ENTRATE,TE,12,0,1,202408,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
6,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TE,12,3,2808,202306,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2024,9,MINISTERO DELLA GIUSTIZIA,PU,10,2,2,202403,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
8,2024,19,MINISTERO UNIVERSITA' E RICERCA,RA,7,21,504,202408,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
5,2024,9,MINISTERO DELLA GIUSTIZIA,FG,10,0,10,202405,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
2,2024,12,MINISTERO DELL'INTERNO,AR,8,1,1,202402,2025-06-18,Unknown,MINISTERO DELL'INTERNO
4,2024,9,MINISTERO DELLA GIUSTIZIA,AO,2,0,3,202404,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
7,2024,22,AGENZIA DELLE ENTRATE,VE,4,0,6,202407,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
6,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,ME,18,0,2,202306,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
1,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CN,1,33,24,202401,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2023,12,MINISTERO DELL'INTERNO,AT,1,1,2,202309,2025-06-18,Operatore,MINISTERO DELL'INTERNO
1,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,IS,10,6,0,202401,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,MC,10,0,1,202406,2025-06-18,Dirigente,MINISTERO DELL'ECONOMIA E FINANZE
2,2023,12,MINISTERO DELL'INTERNO,SO,3,0,1,202312,2025-06-18,Operatore,MINISTERO DELL'INTERNO
12,2023,22,AGENZIA DELLE ENTRATE,SP,6,0,1,202312,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
5,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,OR,19,0,2,202305,2025-06-18,Funzionario,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
7,2023,953,ANPAL - AGENZIA NAZIONALE PER LE POLITICHE ATTIVE DEL LAVORO,RM,11,1,2,202307,2025-06-18,Unknown,ANPAL - AGENZIA NAZIONALE PER LE POLITICHE ATTIVE DEL LAVORO
7,2024,21,AGENZIA DELLE DOGANE,PC,7,0,2,202407,2025-06-18,Funzionario,AGENZIA DELLE DOGANE
10,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,CE,14,1,0,202310,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
4,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SO,3,0,1,202404,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LC,3,180,246,202412,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
4,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,ME,18,4,8,202404,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
10,2024,22,AGENZIA DELLE ENTRATE,MN,10,1,0,202410,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
9,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,BO,7,6,0,202309,2025-06-18,Operatore,ISPETTORATO NAZIONALE DEL LAVORO
6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CT,18,1,2,202306,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
2,2023,19,MINISTERO UNIVERSITA' E RICERCA,VT,11,6,2,202302,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
7,2023,9,MINISTERO DELLA GIUSTIZIA,FG,15,6,7,202309,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PT,8,18,0,202312,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,19,MINISTERO UNIVERSITA' E RICERCA,PU,10,41,15,202307,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
7,2023,12,Unknown,CL,18,0,1,202307,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
10,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SS,19,1383,231,202410,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,CZ,17,0,1,202403,2025-06-18,Funzionario,ISPETTORATO NAZIONALE DEL LAVORO
9,2023,9,MINISTERO DELLA GIUSTIZIA,Unknown,18,2,2,202309,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CE,14,0,6,202311,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
6,2024,822,REGIONE LAZIO,RI,11,0,1,202406,2025-06-18,Dirigente,REGIONE LAZIO
11,2024,12,MINISTERO DELL'INTERNO,PE,12,0,1,202408,2025-06-18,Unknown,MINISTERO DELL'INTERNO
3,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,BA,15,0,3,202303,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
11,2023,12,MINISTERO DELL'INTERNO,PG,9,0,5,202311,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
5,2023,12,MINISTERO DELL'INTERNO,RM,11,13,45,202305,2025-06-18,Operatore,MINISTERO DELL'INTERNO
6,2024,22,AGENZIA DELLE ENTRATE,RO,4,36,2,202406,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
4,2023,22,AGENZIA DELLE ENTRATE,PI,8,12,0,202304,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
7,2024,14,MINISTERO DELLA CULTURA,PG,9,0,8,202407,2025-06-18,Impiegato,MINISTERO DELLA CULTURA
9,2023,22,AGENZIA DELLE ENTRATE,GR,8,2,0,202311,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CH,12,87,1581,202308,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
4,2024,14,MINISTERO DELLA CULTURA,Unknown,14,98,28,202404,2025-06-18,Unknown,MINISTERO DELLA CULTURA
11,2023,14,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,PI,8,2,0,202311,2025-06-18,Dirigente,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PU,10,3936,63,202409,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,FC,7,0,2,202302,2025-06-18,Operatore,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
8,2023,22,AGENZIA DELLE ENTRATE,VR,4,0,1,202308,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
4,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,Unknown,10,2,3,202304,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
2,2023,14,MINISTERO DELLA CULTURA,PU,10,0,2,202302,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
9,2023,12,MINISTERO DELL'INTERNO,Unknown,10,0,1,202309,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
12,2023,21,AGENZIA DELLE DOGANE,CS,17,1,0,202312,2025-06-18,Impiegato,AGENZIA DELLE DOGANE
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,TE,12,1,0,202402,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
8,2024,21,AGENZIA DELLE DOGANE,GE,6,0,2,202408,2025-06-18,Operatore,AGENZIA DELLE DOGANE
7,2023,12,MINISTERO DELL'INTERNO,CS,17,1,1,202307,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
2,2024,9,MINISTERO DELLA GIUSTIZIA,LI,8,0,4,202402,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
8,2023,9,MINISTERO DELLA GIUSTIZIA,TP,18,0,6,202308,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RN,7,0,4,202307,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
9,2024,22,AGENZIA DELLE ENTRATE,KR,17,0,1,202409,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
12,2024,19,MINISTERO UNIVERSITA' E RICERCA,SR,10,38,42,202412,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
10,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CA,19,492,24,202310,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
1,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BO,7,1,9,202301,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
2,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CZ,17,0,3,202402,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PN,5,2,1,202304,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2023,12,MINISTERO DELL'INTERNO,SR,18,0,4,202301,2025-06-18,Unknown,MINISTERO DELL'INTERNO
8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,EN,18,33,705,202308,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
11,2023,19,MINISTERO UNIVERSITA' E RICERCA,UD,5,97,3,202311,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
6,2024,12,MINISTERO DELL'INTERNO,TN,20,0,3,202406,2025-06-18,Unknown,MINISTERO DELL'INTERNO
8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,MC,10,0,1,202408,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
6,2023,12,MINISTERO DELL'INTERNO,CA,19,1,5,202306,2025-06-18,Unknown,MINISTERO DELL'INTERNO
6,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,RG,10,1,2157,202306,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,TS,5,1,17,202407,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
8,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,PA,18,0,4,202308,2025-06-18,Dirigente,MINISTERO DELL'ECONOMIA E FINANZE
9,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TV,4,7218,33,202309,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FC,7,297,78,202310,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2024,4,Unknown,AQ,12,396,18,202410,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,AQ,12,0,1,202302,2025-06-18,Dirigente,MINISTERO DELL'ECONOMIA E FINANZE
3,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BZ,20,0,2,202312,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
5,2023,12,MINISTERO DELL'INTERNO,TE,12,0,1,202305,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
8,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,AV,14,2,0,202308,2025-06-18,Funzionario,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
10,2023,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,CE,14,0,1,202310,2025-06-18,Impiegato,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE
1,2023,822,Unknown,RI,11,0,1,202301,2025-06-18,Funzionario,REGIONE LAZIO
7,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,AR,8,1,0,202407,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
5,2023,19,MINISTERO UNIVERSITA' E RICERCA,PI,8,0,2,202305,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
3,2023,9,MINISTERO DELLA GIUSTIZIA,SO,3,0,1,202303,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
2,2023,9,MINISTERO DELLA GIUSTIZIA,CS,17,4,8,202302,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
1,2024,19,MINISTERO UNIVERSITA' E RICERCA,LI,8,0,1,202401,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
10,2023,22,AGENZIA DELLE ENTRATE,Unknown,14,1,2,202310,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
1,2023,19,MINISTERO UNIVERSITA' E RICERCA,SA,14,32,15,202312,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
7,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,TE,12,4,0,202307,2025-06-18,Operatore,ISPETTORATO NAZIONALE DEL LAVORO
4,2023,9,MINISTERO DELLA GIUSTIZIA,ME,18,1,17,202304,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
7,2023,7,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,RM,11,0,22,202307,2025-06-18,Operatore,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE
12,2024,974,AGENZIA INDUSTRIE DIFESA AID,RM,11,1,0,202412,2025-06-18,Funzionario,AGENZIA INDUSTRIE DIFESA AID
7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AL,1,0,5,202407,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
5,2023,14,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RA,7,1,1,202312,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,Unknown,3,17,0,202312,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,CN,1,1,0,202306,2025-06-18,Operatore,MINISTERO DELL'ECONOMIA E FINANZE
5,2022,954,ISPETTORATO NAZIONALE DEL LAVORO,LU,8,0,1,202305,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
7,2024,9,MINISTERO DELLA GIUSTIZIA,TN,20,7,0,202412,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
8,2023,9,MINISTERO DELLA GIUSTIZIA,PE,12,0,1,202308,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
9,2023,9,Unknown,MC,10,1,0,202309,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
9,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,PE,12,0,2,202409,2025-06-18,Unknown,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
4,2023,19,MINISTERO UNIVERSITA' E RICERCA,NO,1,8,19,202304,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CR,3,177,324,202412,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2024,12,MINISTERO DELL'INTERNO,CS,17,0,4,202406,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CN,1,27,1,202312,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AT,1,48,1437,202308,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
5,2023,12,MINISTERO DELL'INTERNO,AP,10,0,2,202305,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
12,2023,22,AGENZIA DELLE ENTRATE,CN,1,0,2,202312,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
2,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,PA,18,0,3,202302,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
9,2023,19,MINISTERO UNIVERSITA' E RICERCA,BR,15,975,11,202312,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
7,2023,19,MINISTERO UNIVERSITA' E RICERCA,PO,8,0,1,202304,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
2,2024,9,MINISTERO DELLA GIUSTIZIA,TS,5,0,2,202402,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CT,18,0,7,202311,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,9,MINISTERO DELLA GIUSTIZIA,RN,7,0,4,202307,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
10,2023,9,MINISTERO DELLA GIUSTIZIA,PC,7,1,2,202310,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
11,2024,974,AGENZIA INDUSTRIE DIFESA AID,PG,9,0,1,202403,2025-06-18,Funzionario,AGENZIA INDUSTRIE DIFESA AID
1,2023,1,Unknown,RC,17,1,3,202301,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
2,2024,9,MINISTERO DELLA GIUSTIZIA,Unknown,3,0,4,202402,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
12,2023,9,MINISTERO DELLA GIUSTIZIA,AP,10,2,0,202312,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
2,2024,19,MINISTERO UNIVERSITA' E RICERCA,PU,10,1,5,202402,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
7,2024,22,Unknown,TO,1,8,5,202407,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
9,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,PN,5,0,2,202309,2025-06-18,Impiegato,MINISTERO DELL'ECONOMIA E FINANZE
7,2024,15,AVVOCATURA GENERALE DELLO STATO,TN,20,1,0,202407,2025-06-18,Impiegato,AVVOCATURA GENERALE DELLO STATO
2,2023,2020,Unknown,ME,18,1,3,202302,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
8,2024,9,MINISTERO DELLA GIUSTIZIA,BO,7,1,6,202408,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
2,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,CN,1,1,0,202312,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
7,2023,14,AGENZIA DELLE ENTRATE,Unknown,14,1,6,202307,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
9,2024,21,AGENZIA DELLE DOGANE,FI,10,0,2,202409,2025-06-18,Impiegato,AGENZIA DELLE DOGANE
11,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,CE,14,0,1,202411,2025-06-18,Impiegato,MINISTERO DELL'ECONOMIA E FINANZE
11,2023,22,AGENZIA DELLE ENTRATE,VE,4,5,0,202311,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
10,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,LU,8,1,0,202410,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
3,2023,22,AGENZIA DELLE ENTRATE,Unknown,4,0,3,202303,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
5,2024,19,MINISTERO UNIVERSITA' E RICERCA,BL,4,190,2,202405,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
7,2023,12,Unknown,TR,9,0,2,202307,2025-06-18,Unknown,MINISTERO DELL'INTERNO
2,2023,9,MINISTERO DELLA GIUSTIZIA,PD,4,1,2,202302,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
11,2023,4056,AGENZIA PER L'ITALIA DIGITALE,RM,11,1,0,202311,2025-06-18,Dirigente,AGENZIA PER L'ITALIA DIGITALE
5,2022,19,MINISTERO UNIVERSITA' E RICERCA,RN,7,297,1,202405,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
